name,type,category,power,accuracy,flavor
Shell Trap,Fire,Special,150,100,"The user sets a shell trap. If the user is hit by a physical move, the trap will explode and inflict damage on the opposing Pokémon.|The user sets a shell trap. If the user is hit by a physical move, the trap will explode and inflict damage on opposing Pokémon."
Fleur Cannon,Fairy,Special,130,90,The user unleashes a strong beam. The attack’s recoil harshly lowers the user’s Sp. Atk stat.
Psychic Fangs,Psychic,Physical,85,100,The user bites the target with its psychic capabilities. This can also destroy Light Screen and Reflect.
Stomping Tantrum,Ground,Physical,75,100,"Driven by frustration, the user attacks the target. If the user’s previous move has failed, the power of this move doubles."
Shadow Bone,Ghost,Physical,85,100,The user attacks by beating the target with a bone that contains a spirit. This may also lower the target’s Defense stat.
Accelerock,Rock,Physical,40,100,The user smashes into the target at high speed. This move always goes first.
Liquidation,Water,Physical,85,100,The user slams into the target using a full-force blast of water. This may also lower the target’s Defense stat.
Prismatic Laser,Psychic,Special,160,100,The user shoots powerful lasers using the power of a prism. The user can’t move on the next turn.
Spectral Thief,Ghost,Physical,90,100,"The user hides in the target’s shadow, steals the target’s stat boosts, and then attacks."
Sunsteel Strike,Steel,Physical,100,100,The user slams into the target with the force of a meteor. This move can be used on the target  regardless of its Abilities.|The user slams into the target with the force of a meteor. This move can be used on the target regardless of its Abilities.
Moongeist Beam,Ghost,Special,100,100,The user emits a sinister ray to attack the target. This move can be used on the target regardless of  its Abilities.|The user emits a sinister ray to attack the target. This move can be used on the target regardless of its Abilities.
Tearful Look,Normal,Status,0,100,The user gets teary eyed to make the target lose its combative spirit. This lowers the target’s Attack and Sp. Atk stats.
Zing Zap,Electric,Physical,80,100,"A strong electric blast crashes down on the target, giving it an electric shock. This may also make the target flinch."
Natures Madness,Fairy,Special,0,90,The user hits the target with the force of nature. It halves the target’s HP.
Multi Attack,Normal,Physical,120,100,"Cloaking itself in high energy, the user slams into the target. The memory held determines the move’s type."
Mind Blown,Fire,Special,150,100,The user attacks everything around it by causing its own head to explode. This also damages the user.
Plasma Fists,Electric,Physical,100,100,The user attacks with electrically charged fists. This move changes Normal-type moves to Electric-type moves.
Photon Geyser,Psychic,Special,100,100,The user attacks a target with a pillar of light. This move inflicts Attack or Sp. Atk damage—whichever stat is higher for the user.
Double Iron Bash,Steel,Physical,60,100,"The user rotates, centering the hex nut in its chest, and then strikes with its arms twice in a row. This may also make the target flinch."
Max Guard,Normal,Status,0,100,This move enables the user to protect itself from all attacks. Its chance of failing rises if it is used in succession.
Dynamax Cannon,Dragon,Special,100,100,The user unleashes a strong beam from its core. This move deals twice the damage if the target is Dynamaxed.
Snipe Shot,Water,Special,80,100,"The user ignores the effects of opposing Pokémon’s moves and Abilities that draw in moves, allowing this move to hit the chosen target."
Jaw Lock,Dark,Physical,80,100,This move prevents the user and the target from switching out until either of them faints. The effect goes away if either of the Pokémon leaves the field.
Stuff Cheeks,Normal,Status,0,100,"The user eats its held Berry, then sharply raises its Defense stat."
No Retreat,Fighting,Status,0,100,This move raises all the user’s stats but prevents the user from switching out or fleeing.
Tar Shot,Rock,Status,0,100,"The user pours sticky tar over the target, lowering the target’s Speed stat. The target becomes weaker to Fire-type moves."
Magic Powder,Psychic,Status,0,100,The user scatters a cloud of magic powder that changes the target to Psychic type.
Dragon Darts,Dragon,Physical,50,100,"The user attacks twice using Dreepy. If there are two targets, this move hits each target once."
Teatime,Normal,Status,0,100,The user has teatime with all the Pokémon in the battle. Each Pokémon eats its held Berry.
Octolock,Fighting,Status,0,100,The user locks the target in and prevents it from fleeing. This move also lowers the target’s Defense and Sp. Def every turn.
Bolt Beak,Electric,Physical,85,100,"The user stabs the target with its electrified beak. If the user attacks before the target, the power of this move is doubled."
Fishious Rend,Water,Physical,85,100,"The user rends the target with its hard gills. If the user attacks before the target, the power of this move is doubled."
Court Change,Normal,Status,0,100,"With its mysterious power, the user swaps the effects on either side of the field."
Clangorous Soul,Dragon,Status,0,100,The user raises all its stats by using some of its HP.
Body Press,Fighting,Physical,80,100,"The user attacks by slamming its body into the target. The higher the user’s Defense, the more damage it can inflict on the target."
Decorate,Fairy,Status,0,100,The user sharply raises the target’s Attack and Sp. Atk stats by decorating the target.
Drum Beating,Grass,Physical,80,100,"The user plays its drum, controlling the drum’s roots to attack the target. This also lowers the target’s Speed stat."
Snap Trap,Grass,Physical,35,100,The user snares the target in a snap trap for four to five turns.
Pyro Ball,Fire,Physical,120,90,The user attacks by igniting a small stone and launching it as a fiery ball at the target. This may also leave the target with a burn.
Behemoth Blade,Steel,Physical,100,100,The user becomes a gigantic sword and cuts the target. This move deals twice the damage if the target is Dynamaxed.
Behemoth Bash,Steel,Physical,100,100,The user becomes a gigantic shield and slams into the target. This move deals twice the damage if the target is Dynamaxed.
Aura Wheel,Electric,Physical,110,100,Morpeko attacks and raises its Speed with the energy stored in its cheeks. This move’s type changes depending on the user’s form.
Breaking Swipe,Dragon,Physical,60,100,The user swings its tough tail wildly and attacks opposing Pokémon. This also lowers their Attack stats.
