name,abilities,moves,levels,tms,trs
Goodra,Sap Sipper-Hydration-Gooey,Aqua Tail-Protect-Bubble-Tackle-Absorb-Feint-Outrage-Bide-Dragon Breath-Rain Dance-Flail-Body Slam-Muddy Water-Dragon Pulse-Power Whip,0-1-1-1-1-1-1-13-18-25-28-32-38-47-50,6-7-10-11-13-14-15-17-18-21-24-25-26-27-32-34-35-36-38-42-44-45-48-52-59-68-78-80-82-83-87-88-90-100,1-2-3-4-5-6-8-9-10-15-20-22-24-26-27-31-39-45-62-64-72-78-99
Klefki,Prankster-Magician,Tackle-Fairy Lock-Fairy Wind-Astonish-Metal Sound-Spikes-Draining Kiss-Crafty Shield-Foul Play-Torment-Mirror Shot-Imprison-Recycle-Play Rough-Magic Room-Heal Block,1-1-5-8-12-15-18-23-27-32-34-36-40-43-44-50,3-4-6-10-11-15-16-17-18-20-21-27-29-32-33-41-42-44-45-46-48-68-73-77-87-88-90-91-99-100,11-20-23-25-26-27-46-49-70-81-82-90-92
Phantump,Natural Cure-Frisk-Harvest,Tackle-Confuse Ray-Astonish-Growth-Ingrain-Feint Attack-Leech Seed-Curse-Will O Wisp-Forests Curse-Destiny Bond-Phantom Force-Wood Hammer-Horn Leech,1-1-5-8-13-19-23-28-31-35-39-45-49-54,6-10-11-17-20-21-22-27-29-30-32-33-42-44-45-46-48-53-61-65-78-80-84-85-86-87-88-90-92-96-97-100,11-20-26-27-33-38-40-57-58-59-65-77-81-83-91
Trevenant,Natural Cure-Frisk-Harvest,Shadow Claw-Growth-Astonish-Tackle-Confuse Ray-Horn Leech-Ingrain-Feint Attack-Leech Seed-Curse-Will O Wisp-Forests Curse-Destiny Bond-Phantom Force-Wood Hammer,0-1-1-1-1-1-13-19-23-28-31-35-39-45-49,4-6-10-11-15-17-20-21-22-26-27-29-30-32-33-42-44-45-46-48-52-53-59-61-65-68-78-80-81-84-85-86-87-88-90-92-96-97-100,10-11-20-26-27-33-38-40-49-57-58-59-60-64-65-71-77-81-83-91
Pumpkaboo,Pickup-Frisk-Insomnia,Astonish-Confuse Ray-Trick-Scary Face-Trick Or Treat-Worry Seed-Razor Leaf-Leech Seed-Bullet Seed-Shadow Sneak-Shadow Ball-Pain Split-Seed Bomb,1-1-1-4-6-11-16-20-26-30-36-42-48,6-10-11-16-17-20-21-22-27-29-30-32-35-36-38-42-43-44-45-46-48-53-57-61-64-74-80-85-86-87-88-90-92-96-97-100,2-11-15-20-22-26-27-33-38-40-52-58-59-65-77-81-83
Gourgeist,Pickup-Frisk-Insomnia,Astonish-Confuse Ray-Phantom Force-Trick-Scary Face-Explosion-Trick Or Treat-Worry Seed-Razor Leaf-Leech Seed-Bullet Seed-Shadow Sneak-Shadow Ball-Pain Split-Seed Bomb,1-1-1-1-1-1-6-11-16-20-26-30-36-42-48,6-10-11-15-16-17-20-21-22-27-29-30-32-35-36-38-42-43-44-45-46-48-52-53-57-61-64-68-74-80-85-86-87-88-90-92-96-97-100,2-11-15-20-22-26-27-33-38-40-52-58-59-64-65-68-72-77-81-83
Bergmite,Own Tempo-Ice Body-Sturdy,Harden-Tackle-Bite-Powder Snow-Icy Wind-Take Down-Sharpen-Curse-Ice Fang-Ice Ball-Rapid Spin-Avalanche-Blizzard-Recover-Double Edge,1-1-1-5-10-15-20-22-26-30-35-39-43-47-49,6-7-10-13-14-17-18-20-21-27-32-39-42-44-45-48-69-71-74-79-80-87-88-90-91-94-100,4-5-6-20-26-27-32-46-52-70-75
Avalugg,Own Tempo-Ice Body-Sturdy,Body Slam-Crunch-Harden-Skull Bash-Powder Snow-Tackle-Bite-Iron Defense-Wide Guard-Icy Wind-Take Down-Sharpen-Curse-Ice Fang-Ice Ball-Rapid Spin-Avalanche-Blizzard-Recover-Double Edge,0-1-1-1-1-1-1-1-1-10-15-20-22-26-30-35-42-46-51-56,5-6-7-10-13-14-15-17-18-20-21-26-27-32-39-42-44-45-48-68-69-71-74-78-79-80-87-88-90-91-94-100,1-3-4-5-6-10-20-26-27-32-39-46-52-70-74-75-79-94-99
Noibat,Frisk-Infiltrator-Telepathy,Supersonic-Tackle-Screech-Absorb-Gust-Bite-Wing Attack-Agility-Air Cutter-Roost-Razor Wind-Tailwind-Whirlwind-Super Fang-Air Slash-Hurricane,1-1-1-5-11-13-16-18-23-27-31-35-40-43-48-58,6-10-11-12-17-19-21-22-27-28-29-30-31-32-40-41-42-44-45-46-48-49-51-62-65-76-81-85-87-88-89-90-93-97-100,11-12-18-20-24-26-27-31-33-35-36-37-42-58-60-62-86-89
Noivern,Frisk-Infiltrator-Telepathy,Supersonic-Boomburst-Tackle-Absorb-Screech-Moonlight-Dragon Pulse-Hurricane-Gust-Bite-Wing Attack-Agility-Air Cutter-Roost-Razor Wind-Tailwind-Whirlwind-Super Fang-Air Slash,1-1-1-1-1-1-1-1-11-13-16-18-23-27-31-35-40-43-53,2-6-10-11-12-15-17-19-21-22-27-28-29-30-31-32-35-40-41-42-44-45-46-48-49-51-52-62-65-68-76-81-85-87-88-89-90-93-97-100,2-11-12-18-20-24-26-27-31-33-35-36-37-42-47-51-58-60-62-64-86-89
Xerneas,Fairy Aura,Aromatherapy-Heal Pulse-Ingrain-Take Down-Light Screen-Aurora Beam-Gravity-Geomancy-Moonblast-Megahorn-Night Slash-Horn Leech-Psych Up-Misty Terrain-Nature Power-Close Combat-Giga Impact-Outrage,1-1-1-1-5-10-18-26-35-44-51-55-59-63-72-80-88-93,3-4-5-6-7-10-11-15-16-17-18-21-24-25-27-29-32-33-42-44-48-49-52-68-73-77-80-86-87-88-90-91-96-99-100,1-8-9-11-20-24-25-26-27-28-42-49-53-64-69-70-77-90-92
Yveltal,Dark Aura,Hurricane-Razor Wind-Roost-Taunt-Double Team-Air Slash-Snarl-Oblivion Wing-Disable-Dark Pulse-Foul Play-Phantom Force-Psychic-Dragon Rush-Focus Blast-Sucker Punch-Hyper Beam-Sky Attack,1-1-1-1-5-10-18-26-35-44-51-55-59-63-72-80-88-93,2-6-10-11-12-15-17-18-19-21-27-29-30-32-40-41-42-44-46-48-51-52-58-62-63-65-68-76-80-85-87-88-89-90-95-97-100,1-11-20-26-27-33-36-37-42-47-58-64-69-81-89
Zygarde Complete,Power Construct,Bite-Bulldoze-Dragon Breath-Glare-Safeguard-Dig-Bind-Lands Wrath-Sandstorm-Haze-Crunch-Earthquake-Camouflage-Dragon Pulse-Coil-Outrage,1-1-1-1-5-10-18-26-35-44-51-55-59-63-72-80,6-10-11-15-17-20-21-26-27-31-32-34-37-42-44-48-52-68-71-78-80-82-86-87-88-90-100,1-10-20-21-24-26-27-31-32-39-42-51-62-64-67-69-75-77-78-94
Zygarde 10,Aura Break-Power Construct,Bite-Bulldoze-Dragon Breath-Glare-Safeguard-Dig-Bind-Lands Wrath-Sandstorm-Haze-Crunch-Earthquake-Camouflage-Dragon Pulse-Coil-Outrage,1-1-1-1-5-10-18-26-35-44-51-55-59-63-72-80,6-10-11-15-17-20-21-26-27-31-32-34-37-42-44-48-52-68-71-78-80-82-86-87-88-90-100,1-10-20-21-24-26-27-31-32-39-42-51-62-64-67-69-75-77-78-94
Zygarde,Aura Break,Bite-Bulldoze-Dragon Breath-Glare-Safeguard-Dig-Bind-Lands Wrath-Sandstorm-Haze-Crunch-Earthquake-Camouflage-Dragon Pulse-Coil-Outrage,1-1-1-1-5-10-18-26-35-44-51-55-59-63-72-80,6-10-11-15-17-20-21-26-27-31-32-34-37-42-44-48-52-68-71-78-80-82-86-87-88-90-100,1-10-20-21-24-26-27-31-32-39-42-51-62-64-67-69-75-77-78-94
Mega Diancie,Magic Bounce,Harden-Rock Throw-Tackle-Sharpen-Smack Down-Reflect-Stealth Rock-Guard Split-Ancient Power-Flail-Skill Swap-Power Gem-Trick Room-Stone Edge-Diamond Storm-Moonblast-Light Screen-Safeguard,1-1-1-5-8-12-18-21-27-31-35-40-46-49-50-50-60-70,3-4-6-7-10-11-15-16-17-20-21-23-27-29-32-33-37-39-42-44-48-64-68-69-71-74-77-80-87-88-90-92-96-99-100,11-14-17-20-25-26-27-29-30-40-46-49-52-63-67-75-76-82-83-90-92-99
Diancie,Clear Body,Harden-Rock Throw-Tackle-Sharpen-Smack Down-Reflect-Stealth Rock-Guard Split-Ancient Power-Flail-Skill Swap-Power Gem-Trick Room-Stone Edge-Diamond Storm-Moonblast-Light Screen-Safeguard,1-1-1-5-8-12-18-21-27-31-35-40-46-49-50-50-60-70,3-4-6-7-10-11-15-16-17-20-21-23-27-29-32-33-37-39-42-44-48-64-68-69-71-74-77-80-87-88-90-92-96-99-100,11-14-17-20-25-26-27-29-30-40-46-49-52-63-67-75-76-82-83-90-92-99
Hoopa,Magician,Ally Switch-Confusion-Destiny Bond-Hyperspace Hole-Trick-Astonish-Magic Coat-Light Screen-Psybeam-Skill Swap-Guard Split-Power Split-Phantom Force-Zen Headbutt-Trick Room-Wonder Room-Shadow Ball-Nasty Plot-Psychic,1-1-1-1-1-6-10-15-19-25-29-29-35-46-50-50-55-68-75,3-4-6-10-11-12-15-16-17-18-20-21-24-27-29-30-31-32-33-41-42-44-46-48-52-53-56-57-60-63-68-73-77-85-86-87-88-90-92-97-100,
Hoopa Unbound,Magician,Ally Switch-Confusion-Destiny Bond-Hyperspace Fury-Trick-Astonish-Magic Coat-Light Screen-Psybeam-Skill Swap-Guard Split-Power Split-Knock Off-Trick Room-Wonder Room-Dark Pulse-Psychic,1-1-1-1-1-6-10-15-19-25-29-29-46-50-50-55-75,3-4-6-10-11-12-15-16-17-18-20-21-24-27-29-30-31-32-33-41-42-44-46-48-52-53-56-57-60-63-68-73-77-85-86-87-88-90-92-97-100,
Volcanion,Water Absorb,Flare Blitz-Steam Eruption-Take Down-Mist-Haze-Flame Charge-Water Pulse-Stomp-Scald-Weather Ball-Body Slam-Hydro Pump-Overheat-Explosion,1-1-1-8-11-15-21-28-32-40-46-50-65-76,5-6-10-11-15-17-21-22-23-26-27-31-32-34-35-36-37-38-42-43-44-48-50-52-55-56-61-64-68-71-74-78-80-87-88-90-91-100,1-2-3-10-13-15-20-22-26-27-36-39-43-52-55-64-67-70-75-78-79-84-88-98-99
Rowlet,Overgrow-Long Reach,Tackle-Leafage-Growl-Peck-Astonish-Razor Leaf-Ominous Wind-Foresight-Pluck-Synthesis-Fury Attack-Sucker Punch-Leaf Blade-Feather Dance-Brave Bird-Nasty Plot,1-1-4-8-11-14-16-18-22-25-29-32-36-39-43-46,1-6-10-11-16-17-19-20-21-22-27-32-42-44-45-48-49-51-53-54-65-75-86-87-88-90-96-100,0-20-26-27-29-50-59-65-66-68-77-85
Dartrix,Overgrow-Long Reach,Tackle-Leafage-Peck-Growl-Astonish-Razor Leaf-Ominous Wind-Foresight-Pluck-Synthesis-Fury Attack-Sucker Punch-Leaf Blade-Feather Dance-Brave Bird-Nasty Plot,1-1-1-1-11-14-16-19-24-28-33-37-42-46-51-55,1-6-10-11-16-17-19-20-21-22-27-32-42-44-45-48-49-51-53-54-65-75-86-87-88-90-96-100,0-20-26-27-29-50-59-65-66-68-77-85
Decidueye,Overgrow-Long Reach,Spirit Shackle-Leaf Storm-Tackle-Phantom Force-U Turn-Leafage-Peck-Growl-Shadow Sneak-Astonish-Razor Leaf-Ominous Wind-Foresight-Pluck-Synthesis-Fury Attack-Sucker Punch-Leaf Blade-Feather Dance-Brave Bird-Nasty Plot,0-1-1-1-1-1-1-1-1-11-14-16-19-24-28-33-38-44-49-55-60,1-6-10-11-16-17-19-20-21-22-23-27-30-32-42-44-45-47-48-49-51-53-54-62-65-68-75-86-87-88-89-90-96-100,0-20-26-27-29-33-50-59-65-66-68-71-77-85-89
Litten,Blaze-Intimidate,Scratch-Ember-Growl-Lick-Leer-Fire Fang-Double Kick-Roar-Bite-Swagger-Fury Swipes-Thrash-Flamethrower-Scary Face-Flare Blitz-Outrage,1-1-4-8-11-14-16-18-22-25-29-32-36-39-43-46,1-5-6-8-10-11-12-17-21-27-28-32-35-38-41-42-43-44-45-48-50-61-62-65-75-87-88-89-90-100,0-1-2-15-18-20-24-26-27-32-36-37-43-48-55-68-85
Torracat,Blaze-Intimidate,Scratch-Growl-Ember-Lick-Leer-Fire Fang-Double Kick-Roar-Bite-Swagger-Fury Swipes-Thrash-Flamethrower-Scary Face-Flare Blitz-Outrage,1-1-1-1-11-14-16-19-24-28-33-37-42-46-51-55,1-5-6-8-10-11-12-17-21-27-28-32-35-38-41-42-43-44-45-48-50-61-62-65-75-87-88-89-90-100,0-1-2-15-18-20-24-26-27-32-36-37-43-48-55-68-85
Incineroar,Blaze-Intimidate,Darkest Lariat-Bulk Up-Throat Chop-Scratch-Growl-Ember-Lick-Leer-Fire Fang-Double Kick-Roar-Bite-Swagger-Fury Swipes-Thrash-Flamethrower-Scary Face-Flare Blitz-Outrage-Cross Chop,0-1-1-1-1-1-1-11-14-16-19-24-28-33-38-44-49-55-60-66,1-5-6-8-10-11-12-15-17-21-26-27-28-31-32-35-38-41-42-43-44-45-47-48-50-52-56-59-60-61-62-63-65-68-75-78-87-88-89-90-95-97-100,0-1-2-7-10-15-18-20-21-24-26-27-32-36-37-39-41-43-48-53-55-58-64-68-74-85-88-93-95
Popplio,Torrent-Liquid Voice,Water Gun-Pound-Growl-Disarming Voice-Baby Doll Eyes-Aqua Jet-Icy Wind-Encore-Bubble Beam-Sing-Double Slap-Hyper Voice-Moonblast-Captivate-Hydro Pump-Misty Terrain,1-1-4-8-11-14-16-18-22-25-29-32-36-39-43-46,1-6-7-10-13-14-17-18-21-27-32-42-44-45-48-49-55-62-87-88-90-94-98-100,3-4-5-6-16-17-20-26-27-30-31-35-42-84-85-90
Brionne,Torrent-Liquid Voice,Water Gun-Pound-Disarming Voice-Growl-Baby Doll Eyes-Aqua Jet-Icy Wind-Encore-Bubble Beam-Sing-Double Slap-Hyper Voice-Moonblast-Captivate-Hydro Pump-Misty Terrain,1-1-1-1-11-14-16-19-24-28-33-37-42-46-51-55,1-6-7-10-13-14-17-18-21-27-32-42-44-45-48-49-55-62-87-88-90-94-98-100,3-4-5-6-16-17-20-26-27-30-31-35-42-84-85-90
Primarina,Torrent-Liquid Voice,Sparkling Aria-Water Gun-Pound-Disarming Voice-Growl-Baby Doll Eyes-Aqua Jet-Icy Wind-Encore-Bubble Beam-Sing-Double Slap-Hyper Voice-Moonblast-Captivate-Hydro Pump-Misty Terrain,0-1-1-1-1-11-14-16-19-24-28-33-38-44-49-55-60,1-6-7-10-13-14-16-17-18-21-27-29-30-32-33-42-44-45-48-49-53-55-62-68-77-87-88-90-94-98-99-100,3-4-5-6-11-16-17-20-26-27-30-31-33-35-42-49-65-82-84-85-90-92-98
Pikipek,Keen Eye-Skill Link-Pickup,Peck-Growl-Echoed Voice-Rock Smash-Supersonic-Pluck-Roost-Fury Attack-Screech-Drill Peck-Bullet Seed-Feather Dance-Hyper Voice,1-3-7-9-13-15-19-21-25-27-31-33-37,1-6-10-11-17-19-21-23-27-31-32-40-43-44-45-46-48-49-51-75-76-87-88-89-90-100,
Trumbeak,Keen Eye-Skill Link-Pickup,Rock Smash-Echoed Voice-Rock Blast-Peck-Growl-Supersonic-Pluck-Roost-Fury Attack-Screech-Drill Peck-Bullet Seed-Feather Dance-Hyper Voice,1-1-1-1-1-13-16-21-24-29-32-37-40-45,1-6-10-11-17-19-21-23-27-31-32-40-43-44-45-46-48-49-51-75-76-87-88-89-90-100,
Toucannon,Keen Eye-Skill Link-Sheer Force,Beak Blast-Rock Smash-Echoed Voice-Rock Blast-Peck-Growl-Supersonic-Pluck-Roost-Fury Attack-Screech-Drill Peck-Bullet Seed-Feather Dance-Hyper Voice,0-1-1-1-1-1-13-16-21-24-30-34-40-44-50,1-6-10-11-17-19-21-23-27-31-32-40-43-44-45-46-48-49-50-51-75-76-87-88-89-90-91-100,
Yungoos,Stakeout-Strong Jaw-Adaptability,Tackle-Leer-Pursuit-Sand Attack-Odor Sleuth-Bide-Bite-Mud Slap-Super Fang-Take Down-Scary Face-Crunch-Hyper Fang-Yawn-Thrash-Rest,1-3-7-10-13-16-19-22-25-28-31-34-37-40-43-46,1-6-10-12-17-21-26-27-32-37-39-41-42-44-45-46-48-49-66-87-88-89-90-100,
Gumshoos,Stakeout-Strong Jaw-Adaptability,Pursuit-Tackle-Sand Attack-Leer-Odor Sleuth-Bide-Bite-Mud Slap-Super Fang-Take Down-Scary Face-Crunch-Hyper Fang-Yawn-Thrash-Rest,1-1-1-1-13-16-19-23-27-31-35-39-43-47-51-55,1-5-6-10-12-17-21-26-27-32-37-39-41-42-44-45-46-48-49-56-66-78-87-88-89-90-100,
Grubbin,Swarm,Vice Grip-String Shot-Mud Slap-Bite-Bug Bite-Spark-Acrobatics-Crunch-X Scissor-Dig,1-4-7-10-13-16-19-22-25-28,6-10-16-17-18-21-24-27-32-42-44-45-48-57-62-72-73-81-84-87-88-90-93-100,8-20-26-27-32-57-60-86
Charjabug,Battery,Bite-Charge-Mud Slap-String Shot-Vice Grip-Bug Bite-Spark-Acrobatics-Crunch-X Scissor-Dig-Discharge-Iron Defense,1-1-1-1-1-13-16-19-25-31-37-43-49,6-10-16-17-18-21-24-32-42-44-45-48-57-62-72-73-81-84-87-88-90-93-100,8-20-26-27-32-46-57-60-80-86
Vikavolt,Levitate,Air Slash-Bite-Charge-Mud Slap-String Shot-Thunderbolt-Vice Grip-Bug Bite-Spark-Acrobatics-Guillotine-Bug Buzz-Dig-Zap Cannon-Agility,1-1-1-1-1-1-1-13-16-19-25-31-37-41-49,6-10-16-16-17-18-19-21-22-24-25-27-32-42-44-45-48-53-57-58-62-68-72-73-81-84-87-88-90-91-93-100,8-9-12-20-26-27-32-46-57-60-61-65-70-80-86
Crabrawler,Hyper Cutter-Iron Fist-Anger Point,Bubble-Rock Smash-Leer-Pursuit-Bubble Beam-Power Up Punch-Dizzy Punch-Payback-Reversal-Crabhammer-Iron Defense-Dynamic Punch-Close Combat,1-5-9-13-17-22-25-29-33-37-42-45-49,1-6-8-10-11-17-18-21-26-27-31-32-39-42-44-45-46-48-52-55-56-59-66-71-78-79-80-87-88-90-100,
Crabominable,Hyper Cutter-Iron Fist-Anger Point,Ice Punch-Rock Smash-Bubble-Pursuit-Leer-Bubble Beam-Power Up Punch-Dizzy Punch-Avalanche-Reversal-Ice Hammer-Iron Defense-Dynamic Punch-Close Combat,0-1-1-1-1-17-22-25-29-33-37-42-45-49,1-6-7-8-10-11-13-14-17-18-21-26-27-31-32-39-42-44-45-46-48-52-55-56-59-66-68-71-78-79-80-87-88-90-100,
Oricorio,Dancer,Pound-Growl-Peck-Helping Hand-Air Cutter-Baton Pass-Feather Dance-Double Slap-Teeter Dance-Roost-Captivate-Air Slash-Revelation Dance-Mirror Move-Agility-Hurricane,1-4-6-10-13-16-20-23-26-30-33-36-40-43-46-50,1-4-6-10-12-17-19-20-21-27-32-37-40-42-44-45-48-51-60-62-63-75-76-87-88-89-90-100,
Cutiefly,Honey Gather-Shield Dust-Sweet Veil,Absorb-Fairy Wind-Stun Spore-Struggle Bug-Silver Wind-Draining Kiss-Sweet Scent-Bug Buzz-Dazzling Gleam-Aromatherapy-Quiver Dance,1-4-7-10-13-16-21-26-31-36-41,4-6-10-11-16-17-19-20-21-27-28-29-32-33-40-42-44-45-46-48-53-62-77-83-85-87-88-89-90-99-100,11-18-20-26-27-29-38-40-49-61-65-83-90-92
Ribombee,Honey Gather-Shield Dust-Sweet Veil,Pollen Puff-Absorb-Stun Spore-Struggle Bug-Fairy Wind-Silver Wind-Draining Kiss-Sweet Scent-Bug Buzz-Dazzling Gleam-Aromatherapy-Quiver Dance,0-1-1-1-1-13-16-21-28-35-42-49,4-6-10-11-16-17-19-20-21-22-27-28-29-32-33-40-42-44-45-46-48-53-62-77-83-85-87-88-89-90-96-99-100,11-18-20-26-27-29-38-40-49-61-65-83-90-92-96
Rockruff,Keen Eye-Vital Spirit-Steadfast,Tackle-Leer-Sand Attack-Bite-Howl-Rock Throw-Odor Sleuth-Rock Tomb-Roar-Stealth Rock-Rock Slide-Scary Face-Crunch-Rock Climb-Stone Edge,1-1-4-7-12-15-18-23-26-29-34-37-40-45-48,5-6-10-12-17-21-27-32-39-42-44-45-48-49-69-71-80-87-88-90-95-100,0-20-26-27-31-32-37-42-46-67-69-74-75-76-90
Lycanroc Midnight,Keen Eye-Vital Spirit-No Guard,Bite-Counter-Leer-Reversal-Sand Attack-Tackle-Taunt-Howl-Rock Throw-Odor Sleuth-Rock Tomb-Roar-Stealth Rock-Rock Slide-Scary Face-Crunch-Rock Climb-Stone Edge,1-1-1-1-1-1-1-12-15-18-23-26-29-34-37-40-45-48,5-6-8-10-12-17-21-27-31-32-39-42-44-45-48-49-69-71-75-80-87-88-90-95-100,0-20-21-24-26-27-31-32-35-37-42-46-48-53-67-69-74-75-76-81-90-95-97
Lycanroc Dusk,Tough Claws,Accelerock-Bite-Counter-Leer-Sand Attack-Tackle-Thrash-Howl-Rock Throw-Odor Sleuth-Rock Tomb-Roar-Stealth Rock-Rock Slide-Scary Face-Crunch-Rock Climb-Stone Edge,1-1-1-1-1-1-1-12-15-18-23-26-29-34-37-40-45-48,5-6-8-10-12-17-21-27-31-32-39-42-44-45-48-49-69-71-75-80-87-88-90-95-100,0-13-20-21-24-26-27-31-32-37-42-46-48-53-67-69-74-75-76-85-87-90-97
Lycanroc,Keen Eye-Sand Rush-Steadfast,Accelerock-Quick Attack-Tackle-Sand Attack-Bite-Quick Guard-Leer-Howl-Rock Throw-Odor Sleuth-Rock Tomb-Roar-Stealth Rock-Rock Slide-Scary Face-Crunch-Rock Climb-Stone Edge,0-1-1-1-1-1-1-12-15-18-23-26-29-34-37-40-45-48,5-6-8-10-12-17-21-27-31-32-39-42-44-45-48-49-69-71-75-80-87-88-90-95-100,0-12-20-26-27-31-32-37-42-46-48-53-67-69-74-75-76-87-90-97
Wishiwashi,Schooling,Water Gun-Growl-Helping Hand-Feint Attack-Brine-Aqua Ring-Tearful Look-Take Down-Dive-Beat Up-Aqua Tail-Double Edge-Soak-Endeavor-Hydro Pump,1-1-6-9-14-17-22-25-30-33-38-41-46-49-54,6-7-10-13-17-18-21-26-27-32-42-44-45-48-55-78-87-88-89-90-94-98-100,3-4-5-10-16-20-26-27-31-35-45-84-98
Wishiwashi School,Schooling,Water Gun-Growl-Helping Hand-Feint Attack-Brine-Aqua Ring-Tearful Look-Take Down-Dive-Beat Up-Aqua Tail-Double Edge-Soak-Endeavor-Hydro Pump,1-1-6-9-14-17-22-25-30-33-38-41-46-49-54,6-7-10-13-17-18-21-26-27-32-42-44-45-48-55-78-87-88-89-90-94-98-100,3-4-5-10-16-20-26-27-31-35-45-84-98
Mareanie,Merciless-Limber-Regenerator,Poison Sting-Peck-Bite-Toxic Spikes-Wide Guard-Toxic-Venoshock-Spike Cannon-Recover-Poison Jab-Venom Drench-Pin Missile-Liquidation,1-5-9-13-17-21-25-29-33-37-41-45-49,6-7-9-10-13-14-17-18-20-21-27-32-34-36-42-44-45-48-55-66-79-83-84-87-88-90-94-100,3-4-5-6-20-22-26-27-45-46-54-57-73-78-84-91-98
Toxapex,Merciless-Limber-Regenerator,Baneful Bunker-Toxic Spikes-Bite-Poison Sting-Peck-Wide Guard-Toxic-Venoshock-Spike Cannon-Recover-Poison Jab-Venom Drench-Pin Missile-Liquidation,0-1-1-1-1-17-21-25-29-33-37-44-51-58,6-7-9-10-13-14-16-17-18-20-21-23-27-32-34-36-42-44-45-48-55-66-79-83-84-87-88-90-94-100,3-4-5-6-20-22-26-27-45-46-54-57-73-78-84-91-98
Mudbray,Own Tempo-Stamina-Inner Focus,Mud Slap-Mud Sport-Rototiller-Bulldoze-Double Kick-Stomp-Bide-High Horsepower-Iron Defense-Heavy Slam-Counter-Earthquake-Mega Kick-Superpower,1-3-8-10-15-17-22-24-29-31-36-38-43-45,5-6-10-17-21-26-27-32-37-39-42-44-45-47-48-66-78-80-87-88-90-100,1-7-10-20-26-27-39-46-53-67-74-76-79-94
Mudsdale,Own Tempo-Stamina-Inner Focus,Bulldoze-Mud Sport-Mud Slap-Rototiller-Double Kick-Stomp-Bide-High Horsepower-Iron Defense-Heavy Slam-Counter-Earthquake-Mega Kick-Superpower,1-1-1-1-15-17-22-24-29-34-42-47-55-60,5-6-10-17-21-26-27-32-37-39-42-44-45-47-48-52-66-68-78-80-87-88-90-100,1-7-10-20-26-27-39-46-53-64-67-74-76-79-94-99
Dewpider,Water Bubble-Water Absorb,Bubble-Water Sport-Infestation-Spider Web-Bug Bite-Bubble Beam-Bite-Aqua Ring-Leech Life-Crunch-Lunge-Mirror Coat-Liquidation-Entrainment,1-1-5-8-13-16-21-24-29-32-37-40-45-48,6-10-13-14-17-18-21-27-28-32-42-44-45-48-55-79-81-83-84-87-88-90-94-98-100,4-5-6-16-18-20-26-27-32-46-57-60-61-84-98
Araquanid,Water Bubble-Water Absorb,Bug Bite-Bubble-Soak-Spider Web-Wide Guard-Infestation-Bubble Beam-Bite-Aqua Ring-Leech Life-Crunch-Lunge-Mirror Coat-Liquidation-Entrainment,1-1-1-1-1-1-16-21-26-33-38-45-50-57-62,6-10-13-14-17-18-20-21-27-28-32-33-42-44-45-48-55-79-81-83-84-87-88-90-94-98-100,3-4-5-6-16-18-20-26-27-32-46-57-60-61-84-98
Fomantis,Leaf Guard-Contrary,Fury Cutter-Leafage-Razor Leaf-Growth-Ingrain-Leaf Blade-Synthesis-Slash-Sweet Scent-Solar Beam-Sunny Day,1-5-10-14-19-23-28-32-37-41-46,6-10-11-17-20-21-22-27-28-32-42-44-45-48-53-54-56-66-75-81-84-86-87-88-90-96-100,0-18-20-26-27-50-57-59-60-65-71-77
Lurantis,Leaf Guard-Contrary,Petal Blizzard-Growth-Fury Cutter-Night Slash-Leafage-Razor Leaf-X Scissor-Ingrain-Leaf Blade-Synthesis-Slash-Sweet Scent-Solar Blade-Sunny Day,0-1-1-1-1-1-1-19-23-28-32-40-47-55,6-10-11-15-17-20-21-22-27-28-31-32-40-42-44-45-47-48-53-54-56-66-68-75-81-84-86-87-88-90-96-100,0-18-20-26-27-39-50-57-59-60-65-71-77
Morelull,Illuminate-Effect Spore-Rain Dish,Absorb-Astonish-Flash-Moonlight-Mega Drain-Sleep Powder-Ingrain-Confuse Ray-Giga Drain-Strength Sap-Spore-Moonblast-Dream Eater-Spotlight,1-4-8-11-15-18-22-25-29-32-36-39-43-46,6-10-11-16-17-20-21-22-27-32-36-44-45-48-53-73-85-86-87-88-90-96-99-100,17-20-22-26-27-59-65-77-92-96
Shiinotic,Illuminate-Effect Spore-Rain Dish,Astonish-Flash-Absorb-Ingrain-Moonlight-Mega Drain-Sleep Powder-Confuse Ray-Giga Drain-Strength Sap-Spore-Moonblast-Dream Eater-Spotlight,1-1-1-1-11-15-18-26-31-35-40-44-49-53,6-10-11-16-17-20-21-22-27-32-36-44-45-48-53-57-68-73-85-86-87-88-90-96-99-100,17-20-22-26-27-59-65-77-92-96
Salandit,Corrosion-Oblivious,Poison Gas-Scratch-Ember-Sweet Scent-Dragon Rage-Smog-Double Slap-Flame Burst-Toxic-Nasty Plot-Venoshock-Flamethrower-Venom Drench-Dragon Pulse,1-1-5-8-13-16-21-24-29-32-37-40-45-48,2-6-9-10-12-17-21-27-28-32-34-35-36-38-41-42-43-44-45-46-48-50-56-61-65-66-84-87-88-90-100,2-15-18-20-22-26-27-31-36-37-43-47-57-62-68-73-78-81-91
